serial,acronym,current_price,timestamp,market_cap,total_shares,stock_id,name,acronym,benefit_description,benefit_requirement
26974,FHG,569.37,1618512600,22100509820382,38815725838,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
26975,IOU,142.92,1618512600,3595914940425,25160334036,5,Insured On Us,IOU,"$12,000,000 every month",3000000
26976,THS,328.94,1618512600,3129340272918,9513407530,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
26977,LSC,374.73,1618512600,2963594393228,7908612583,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
26978,TGP,89.37,1618512600,1538715457838,17217359940,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
26979,LAG,299.98,1618512600,1825644500152,6085887393,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
26980,SYS,476.28,1618512600,2727770690688,5727241729,3,Syscore MFG,SYS,an Advanced Firewall,3000000
26981,GRN,217.63,1618512600,1691553321484,7772610952,6,Grain,GRN,"$4,000,000 every month",500000
26982,CNC,672.42,1618512600,3050580720429,4536719194,10,Crude & Co,CNC,"$80,000,000 every month",7500000
26983,EVL,372,1618512600,2094197931132,5629564331,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
26984,TCB,895.84,1618512600,9788584178444,10926710326,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
26985,IIL,86.03,1618512600,1558160769914,18111830407,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
26986,TCC,302.91,1618512600,1543286426199,5094867869,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
26987,TCP,273.09,1618512600,1213745966902,4444490706,13,TC Media Productions,TCP,a Company Sales Boost,1000000
26988,MCS,588.48,1618512600,11008566613523,18706781222,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
26989,SYM,736.66,1618512600,8799196079009,11944718159,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
26990,TCT,228.15,1618512600,424184027430,1859233081,9,The Torn City Times,TCT,"$1,000,000 every month",100000
26991,TMI,153.19,1618512600,5353596662757,34947429093,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
26992,EWM,268.86,1618512600,1666537530759,6198532808,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
26993,ELT,180.8,1618512600,1126583690346,6231104482,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
26994,WSU,64.7,1618512600,2939822786220,45437755583,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
26995,IST,316.88,1618512600,267614284560,844528795,26,International School TC,IST,Free Education Courses,100000
26996,WLT,449.91,1618512600,13097772159053,29111982750,30,Wind Lines Travel,WLT,Private Jet Access,9000000
26997,TSB,816.39,1618512600,9231458763588,11307657815,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
26998,MSG,152.3,1618512600,2704745587540,17759327561,11,Messaging Inc.,MSG,Free Classified Advertising,300000
26999,PRN,492.31,1618512600,7696849494198,15634152250,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
27000,YAZ,36.25,1618512600,2002116686869,55230805155,8,Yazoo,YAZ,Free Banner Advertising,1000000
27421,IST,317.66,1618513500,272471289724,857745041,26,International School TC,IST,Free Education Courses,100000
27422,LSC,375.35,1618513500,2968322450585,7908145599,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
27423,ELT,181.27,1618513500,1115513255874,6153876846,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
27424,TCC,303.33,1618513500,1545334117836,5094564065,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
27425,TSB,814.83,1618513500,9216144952524,11310512564,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
27426,TCB,894.37,1618513500,9769180435254,10922974200,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
27427,LAG,299.76,1618513500,1824312014394,6085908775,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
27428,IOU,142.63,1618513500,3589549949245,25166864960,5,Insured On Us,IOU,"$12,000,000 every month",3000000
27429,CNC,672.2,1618513500,3006079696674,4472001929,10,Crude & Co,CNC,"$80,000,000 every month",7500000
27430,HRG,208.9,1618513500,8852900007561,42378650108,22,Home Retail Group,HRG,1x Random Property,10000000
27431,BAG,416.41,1618513500,2847848481536,6839049210,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
27432,THS,328.94,1618513500,3120423691075,9486300514,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
27433,YAZ,36.24,1618513500,1993571105790,55010240226,8,Yazoo,YAZ,Free Banner Advertising,1000000
27434,FHG,568.33,1618513500,22069142670367,38831563828,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
27435,TGP,89.36,1618513500,1539028125237,17222785645,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
27436,MCS,588.14,1618513500,11002561485065,18707385121,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
27437,WLT,450.38,1618513500,13124363788779,29140645208,30,Wind Lines Travel,WLT,Private Jet Access,9000000
27438,GRN,217.51,1618513500,1690729363170,7773110952,6,Grain,GRN,"$4,000,000 every month",500000
27439,SYM,735.85,1618513500,8746784355265,11886640423,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
27440,PRN,492.43,1618513500,7698592459093,15633881890,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
27441,TCT,228.81,1618513500,420556169820,1838014815,9,The Torn City Times,TCT,"$1,000,000 every month",100000
27442,TMI,153.1,1618513500,5350473001448,34947570225,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
27443,IIL,86.02,1618513500,1558029982170,18112415510,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
27444,EVL,372.03,1618513500,2094627101783,5630263962,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
27445,SYS,477.82,1618513500,2734720497041,5723327816,3,Syscore MFG,SYS,an Advanced Firewall,3000000
27446,MSG,152.87,1618513500,2716940024654,17772879078,11,Messaging Inc.,MSG,Free Classified Advertising,300000
27447,TCP,273.43,1618513500,1215257093742,4444490706,13,TC Media Productions,TCP,a Company Sales Boost,1000000
27448,EWM,268.83,1618513500,1666355193226,6198546268,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
27449,TCM,308.26,1618513500,546708900954,1773531762,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
27450,WSU,64.75,1618513500,2992091271244,46209903803,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
27871,LAG,299.55,1618514400,1822445646268,6083944738,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
27872,THS,328.64,1618514400,3118381585347,9488746304,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
27873,WSU,64.76,1618514400,2997644510580,46288519311,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
27874,SYS,477.48,1618514400,2732774685909,5723328068,3,Syscore MFG,SYS,an Advanced Firewall,3000000
27875,TCT,228.17,1618514400,420420122586,1842574057,9,The Torn City Times,TCT,"$1,000,000 every month",100000
27876,TMI,152.9,1618514400,5349255172504,34985318329,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
27877,PRN,492.15,1618514400,7692984597164,15631381890,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
27878,EVL,372.97,1618514400,2185672977906,5860184406,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
27879,IIL,86.28,1618514400,1562069703977,18104655818,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
27880,IST,318.55,1618514400,273236594111,857751041,26,International School TC,IST,Free Education Courses,100000
27881,IOU,142.57,1618514400,3588403117884,25169412344,5,Insured On Us,IOU,"$12,000,000 every month",3000000
27882,SYM,735.38,1618514400,8741463081443,11887001389,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
27883,TCM,306.78,1618514400,544084073946,1773531762,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
27884,ELT,181.43,1618514400,1116497966885,6153877346,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
27885,MCS,587.03,1618514400,10983010643081,18709453764,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
27886,WLT,450.91,1618514400,13139796476315,29140618918,30,Wind Lines Travel,WLT,Private Jet Access,9000000
27887,TCC,303.65,1618514400,1547160378643,5095209546,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
27888,YAZ,36.23,1618514400,1992102882691,54984898777,8,Yazoo,YAZ,Free Banner Advertising,1000000
27889,TCP,273.75,1618514400,1216679330768,4444490706,13,TC Media Productions,TCP,a Company Sales Boost,1000000
27890,LSC,375.81,1618514400,2971553800760,7907064210,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
27891,HRG,208.96,1618514400,8859446918180,42397812587,22,Home Retail Group,HRG,1x Random Property,10000000
27892,BAG,415.45,1618514400,2842630918496,6842293702,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
27893,TCB,895.09,1618514400,9777012744487,10922938190,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
27894,MSG,152.95,1618514400,2718407816455,17773179578,11,Messaging Inc.,MSG,Free Classified Advertising,300000
27895,TGP,89.5,1618514400,1540506195746,17212359729,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
27896,TSB,815.65,1618514400,9222741942325,11307229746,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
27897,FHG,568.52,1618514400,22038120475296,38764019692,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
27898,EWM,269.16,1618514400,1668133370594,6197553019,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
27899,GRN,217.76,1618514400,1692934603792,7774313941,6,Grain,GRN,"$4,000,000 every month",500000
27900,CNC,669.51,1618514400,3005033501794,4488407196,10,Crude & Co,CNC,"$80,000,000 every month",7500000
28321,SYS,478.11,1618515300,2736380382591,5723328068,3,Syscore MFG,SYS,an Advanced Firewall,3000000
28322,SYM,736.02,1618515300,8773018188739,11919537769,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
28323,IST,318.24,1618515300,272970691288,857751041,26,International School TC,IST,Free Education Courses,100000
28324,IOU,142.77,1618515300,3589337352807,25140697295,5,Insured On Us,IOU,"$12,000,000 every month",3000000
28325,TCT,228.21,1618515300,419365650928,1837630476,9,The Torn City Times,TCT,"$1,000,000 every month",100000
28326,TMI,153.34,1618515300,5358000555664,34941962669,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
28327,IIL,86.11,1618515300,1458858885727,16941805664,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
28328,TCM,307.38,1618515300,545148737374,1773533533,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
28329,EVL,374.07,1618515300,2182162716298,5833567825,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
28330,WLT,450.68,1618515300,12952759121239,28740479101,30,Wind Lines Travel,WLT,Private Jet Access,9000000
28331,TCB,894.76,1618515300,9773178277040,10922681252,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
28332,PRN,492.82,1618515300,7703207270470,15630873890,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
28333,TGP,89.19,1618515300,1529652840363,17150497145,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
28334,BAG,415.62,1618515300,2843304310646,6841115227,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
28335,FHG,568.1,1618515300,22021846284924,38764031482,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
28336,LSC,375.64,1618515300,2970208701689,7907061819,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
28337,WSU,64.92,1618515300,2901800803069,44698102327,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
28338,TSB,816.53,1618515300,9232688221851,11307224746,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
28339,GRN,217.47,1618515300,1695860753354,7798136540,6,Grain,GRN,"$4,000,000 every month",500000
28340,MSG,152.32,1618515300,2707433862121,17774644578,11,Messaging Inc.,MSG,Free Classified Advertising,300000
28341,EWM,269.3,1618515300,1669001028017,6197553019,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
28342,HRG,208.53,1618515300,8844010810547,42411215703,22,Home Retail Group,HRG,1x Random Property,10000000
28343,MCS,587.12,1618515300,10990260060384,18718933200,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
28344,LAG,298.9,1618515300,1818716991107,6084700539,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
28345,THS,328.7,1618515300,3118851767302,9488444683,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
28346,YAZ,36.19,1618515300,1996608474448,55170170612,8,Yazoo,YAZ,Free Banner Advertising,1000000
28347,CNC,670.02,1618515300,3007043527474,4487990698,10,Crude & Co,CNC,"$80,000,000 every month",7500000
28348,TCP,274.24,1618515300,1218585633613,4443500706,13,TC Media Productions,TCP,a Company Sales Boost,1000000
28349,ELT,181.62,1618515300,1127918024176,6210318380,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
28350,TCC,303.89,1618515300,1548383228934,5095209546,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
28771,HRG,209.07,1618516200,8866854547786,42410936757,22,Home Retail Group,HRG,1x Random Property,10000000
28772,EVL,373.62,1618516200,2116549362817,5664978756,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
28773,WLT,450.55,1618516200,12820799538223,28455886224,30,Wind Lines Travel,WLT,Private Jet Access,9000000
28774,TCT,227.61,1618516200,418676551927,1839447089,9,The Torn City Times,TCT,"$1,000,000 every month",100000
28775,IIL,86.13,1618516200,1459179940302,16941599214,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
28776,TCM,307.4,1618516200,545221339812,1773654326,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
28777,TCB,895.78,1618516200,9785734823145,10924261340,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
28778,BAG,416.6,1618516200,2850007031736,6841111454,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
28779,TSB,816.77,1618516200,9234071313311,11305595594,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
28780,LAG,298.94,1618516200,1821819258935,6094263929,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
28781,TGP,89.18,1618516200,1529259696694,17148011849,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
28782,WSU,64.9,1618516200,2905043816498,44761846171,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
28783,THS,328.46,1618516200,3115282266605,9484510341,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
28784,TCP,274.69,1618516200,1220569505453,4443443538,13,TC Media Productions,TCP,a Company Sales Boost,1000000
28785,ELT,181.34,1618516200,1127089824509,6215340380,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
28786,IOU,142.63,1618516200,3585577903712,25139016362,5,Insured On Us,IOU,"$12,000,000 every month",3000000
28787,IST,318.31,1618516200,268824119197,844535576,26,International School TC,IST,Free Education Courses,100000
28788,FHG,565.3,1618516200,22355227219720,39545776083,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
28789,LSC,375.99,1618516200,2973290723176,7907898410,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
28790,PRN,492.04,1618516200,7691263050541,15631377633,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
28791,EWM,269.89,1618516200,1671848994128,6194557020,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
28792,SYS,477.93,1618516200,2735351226860,5723330251,3,Syscore MFG,SYS,an Advanced Firewall,3000000
28793,GRN,217.3,1618516200,1694944442481,7800020444,6,Grain,GRN,"$4,000,000 every month",500000
28794,YAZ,36.18,1618516200,1989353637752,54984898777,8,Yazoo,YAZ,Free Banner Advertising,1000000
28795,MSG,152.25,1618516200,2204437597835,14479064682,11,Messaging Inc.,MSG,Free Classified Advertising,300000
28796,TMI,153.5,1618516200,5360576487019,34922322391,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
28797,TCC,303.92,1618516200,1549130402908,5097165053,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
28798,CNC,670.82,1618516200,3017833494341,4498723196,10,Crude & Co,CNC,"$80,000,000 every month",7500000
28799,SYM,734.7,1618516200,8743868615250,11901277549,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
28800,MCS,586.78,1618516200,10985305668345,18721336222,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
29221,HRG,208.77,1618517100,8854196127840,42411247439,22,Home Retail Group,HRG,1x Random Property,10000000
29222,WLT,450.67,1618517100,12834257375496,28478171113,30,Wind Lines Travel,WLT,Private Jet Access,9000000
29223,MSG,152.25,1618517100,2204391922987,14478764683,11,Messaging Inc.,MSG,Free Classified Advertising,300000
29224,TMI,153.74,1618517100,5370805081227,34934337721,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
29225,IIL,86.4,1618517100,1463831950234,16942499424,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
29226,TCM,308.05,1618517100,546340889967,1773546145,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
29227,TCC,303.95,1618517100,1549285026970,5097170676,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
29228,TSB,815.6,1618517100,9220844047033,11305595938,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
29229,LAG,298.55,1618517100,1816575142389,6084659663,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
29230,THS,329,1618517100,3117703442224,9476302256,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
29231,EWM,270.06,1618517100,1672903968423,6194564054,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
